Supply Loc,Delivery Loc,Item No,Item Description,Vendor Name,Vendor Ctlg No,Mfr Name,Mfr Ctlg No,Comdty Name ,Comdty Code,Exp Code,Requisition No,Requisition Date,Issue Qty,UM,Price,Extended Price
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73398,FENOFIBRATE 145MG TAB,AMERISOURCE CORP,10117536,AMERISOURCE,93206098,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1286620,05/20/15 11:57,30,EA,$1.13,$33.85
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73028,ATORVASTATIN 80MG TAB,AMERISOURCE CORP,10112858,AMERISOURCE,63304083090,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1286620,05/20/15 11:57,30,EA,$0.33,$9.89
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73028,ATORVASTATIN 80MG TAB,AMERISOURCE CORP,10112858,AMERISOURCE,63304083090,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1286620,05/20/15 11:57,30,EA,$0.33,$9.89
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74102,SPIRONOLACTONE 50MG TAB  OPD ONLY,AMERISOURCE CORP,10133527,QUALITEST PHARMACEUTICAL,603576421,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1286620,05/20/15 11:57,30,EA,$0.17,$5.01
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73446,CALCIUM ACETATE 667MG CAP 200S,AMERISOURCE CORP,10113754,AMERISOURCE,54008826,GENERAL,CMDY10VI01,4213,1283828,05/20/15 17:33,125,EA,$0.33,$41.25
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70859,FERROUS SULFATE 325MG TAB 100'S,AMERISOURCE CORP,10042086,AMERISOURCE,904759060,IRON SUPPLEMENTS,CMDY10VI02,4213,1283868,05/20/15 17:33,60,EA,$0.01,$0.50
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73533,MAGNESIUM CITRATE SOLN 10OZ,AMERISOURCE CORP,10031575,AMERISOURCE,8770140244,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1286164,05/20/15 17:33,1,EA,$1.08,$1.08
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72834,GLIMEPIRIDE 4MG TAB,AMERISOURCE CORP,10051040,AMERISOURCE,9325601,IRON SUPPLEMENTS,CMDY10VI02,4213,1287470,05/21/15 15:01,60,EA,$0.52,$31.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72776,PANTOPRAZOLE 40MG TAB,AMERISOURCE CORP,10150632,AMERISOURCE,8084181,ANTACIDS,CMDY10GI01,4213,1287470,05/21/15 15:01,30,EA,$0.07,$2.05
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72725,CETIRIZINE 10MG TAB,AMERISOURCE CORP,10050314,AMERISOURCE,378363701,ANTIHISTAMINES/DEC,CMDY10AH01,4213,1287470,05/21/15 15:01,30,EA,$0.06,$1.88
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71977,SERTRALINE 100MG TAB,AMERISOURCE CORP,10000005,AMERISOURCE,59762491001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1287470,05/21/15 15:01,30,EA,$0.06,$1.83
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71338,LORATADINE 10MG TAB,AMERISOURCE CORP,10003218,AMERISOURCE,67607030,ANTIHISTAMINES/DEC,CMDY10AH01,4213,1287470,05/21/15 15:01,30,EA,$0.05,$1.54
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70503,CLOTRIMAZOLE TOP CREAM  15GM,AMERISOURCE CORP,10026348,AMERISOURCE,904782236,ANTI-INFECTIVES,CMDY10TO02,4213,1287470,05/21/15 15:01,1,EA,$1.32,$1.32
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70438,CHLORTHALIDONE 25MG TAB,AMERISOURCE CORP,10029990,AMERISOURCE,378022201,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1287470,05/21/15 15:01,30,EA,$0.73,$21.89
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70066,ALLOPURINOL 300MG TAB,AMERISOURCE CORP,10046804,AMERISOURCE,364063301,URIC ACID,CMDY10UA01,4213,1287470,05/21/15 15:01,60,EA,$0.32,$19.40
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71974,SERTRALINE 50MG TAB,AMERISOURCE CORP,10000313,PFIZER,59762490001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1287470,05/21/15 15:01,30,EA,$0.05,$1.38
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71807,POTASSIUM CHLORIDE SR 20MEQ TAB,AMERISOURCE CORP,10016588,SCHEIN PHARMACEUTICALS,93531101,GENERAL,CMDY10VI01,4213,1287470,05/21/15 15:01,120,EA,$0.25,$29.70
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71468,METOLAZONE 5 MG TAB,AMERISOURCE CORP,10001475,FISONS CORP,53014085071,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1287470,05/21/15 15:01,30,EA,$1.42,$42.72
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1287899,05/22/15 11:28,60,EA,$0.02,$1.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71137,INSULIN HUMAN NPH 100 UNITS/ML 10ML,AMERISOURCE CORP,10005807,AMERISOURCE,169183411,DIABETIC AGENTS,CMDY10DA00,4213,1287899,05/22/15 11:28,2,EA,$103.31,$206.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1287899,05/22/15 11:28,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73614,ROSUVASTATIN 20MG TAB BOTTLE,AMERISOURCE CORP,10054518,AMERISOURCE,310075290,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1287900,05/22/15 11:28,30,EA,$4.98,$149.40
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,10133541,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1287900,05/22/15 11:28,30,EA,$0.03,$0.76
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72475,GABAPENTIN 600MG TAB,AMERISOURCE CORP,10124010,PARKE DAVIS,59762502301,ANTICONVULSANTS,CMDY10CN03,4213,1287900,05/22/15 11:28,90,EA,$0.16,$13.98
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73612,ROSUVASTATIN 10MG TAB BOTTLE,AMERISOURCE CORP,10054515,AMERISOURCE,310075190,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1289555,05/27/15 12:45,30,EA,$4.98,$149.40
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73605,CITALOPRAM 10MG TAB,AMERISOURCE CORP,10038265,AMERISOURCE,185037101,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1289555,05/27/15 12:45,60,EA,$0.02,$1.36
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,10133541,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1289555,05/27/15 12:45,60,EA,$0.03,$1.51
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73601,TIZANIDINE 4MG TAB,AMERISOURCE CORP,10053172,AMERISOURCE,10144059415,MUSCLE RELAXANTS,CMDY10SM01,4213,1289555,05/27/15 12:45,60,EA,$0.14,$8.57
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72834,GLIMEPIRIDE 4MG TAB,AMERISOURCE CORP,10051040,AMERISOURCE,9325601,IRON SUPPLEMENTS,CMDY10VI02,4213,1289555,05/27/15 12:45,30,EA,$0.52,$15.61
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1289555,05/27/15 12:45,120,EA,$0.02,$2.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1289555,05/27/15 12:45,120,EA,$0.02,$2.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71137,INSULIN HUMAN NPH 100 UNITS/ML 10ML,AMERISOURCE CORP,10005807,AMERISOURCE,169183411,DIABETIC AGENTS,CMDY10DA00,4213,1289555,05/27/15 12:45,2,EA,$103.31,$206.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70955,GABAPENTIN 400MG CAP,AMERISOURCE CORP,10007200,AMERISOURCE,228266711,ANTICONVULSANTS,CMDY10CN03,4213,1289555,05/27/15 12:45,90,EA,$0.06,$5.26
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1289555,05/27/15 12:45,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70016,ACETAZOLAMIDE 250MG TAB 100S,AMERISOURCE CORP,10024952,AMERISOURCE,51672402301,OPHTHALMICS/GENERAL,CMDY10OP01,4213,1289555,05/27/15 12:45,30,EA,$1.96,$58.72
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,10012215,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1289555,05/27/15 12:45,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71524,MORPHINE SULF SUST REL 30MG TAB,AMERISOURCE CORP NARCOTICS,10091633,AMERISOURCE,406833001,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1289555,05/27/15 12:45,60,EA,$0.64,$38.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74834,MORPHINE SULF 15MG TAB,AMERISOURCE CORP NARCOTICS,10034183,AMERISOURCE,54023525,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1289555,05/27/15 12:45,60,EA,$0.08,$4.99
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72522,CITALOPRAM 40MG TAB,AMERISOURCE CORP,10006871,AMERISOURCE,60505252001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1290436,05/28/15 12:33,30,EA,$0.03,$0.91
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73628,SERTRALINE 25MG TAB,AMERISOURCE CORP,10061283,AMERISOURCE,59762496001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1290515,05/28/15 13:15,30,EA,$0.04,$1.24
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73616,ROSUVASTATIN 40MG TAB 30'S BOTTLE,AMERISOURCE CORP,10054519,AMERISOURCE,310075430,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1290515,05/28/15 13:15,30,EA,$4.98,$149.41
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73598,ISOSORBIDE MONO 30MG TAB,AMERISOURCE CORP,10026980,AMERISOURCE,62175012837,CARDIOVASCULAR-VASODILATIVES,CMDY10CV04,4213,1290515,05/28/15 13:15,30,EA,$0.18,$5.54
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72072,TERAZOSIN 5MG CAP,AMERISOURCE CORP,10050862,AMERISOURCE,781205301,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1290515,05/28/15 13:15,30,EA,$0.04,$1.17
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71338,LORATADINE 10MG TAB,AMERISOURCE CORP,10003218,AMERISOURCE,67607030,ANTIHISTAMINES/DEC,CMDY10AH01,4213,1290515,05/28/15 13:15,30,EA,$0.05,$1.54
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70859,FERROUS SULFATE 325MG TAB 100'S,AMERISOURCE CORP,10042086,AMERISOURCE,904759060,IRON SUPPLEMENTS,CMDY10VI02,4213,1290515,05/28/15 13:15,60,EA,$0.01,$0.50
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70438,CHLORTHALIDONE 25MG TAB,AMERISOURCE CORP,10029990,AMERISOURCE,378022201,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1290515,05/28/15 13:15,30,EA,$0.73,$21.89
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1290515,05/28/15 13:15,30,EA,$0.02,$0.46
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1290515,05/28/15 13:15,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71974,SERTRALINE 50MG TAB,AMERISOURCE CORP,10000313,PFIZER,59762490001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1290515,05/28/15 13:15,30,EA,$0.05,$1.38
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71615,NIFEDIPINE XL 30MG TAB,AMERISOURCE CORP,10098839,PFIZER,378347501,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1290515,05/28/15 13:15,30,EA,$0.81,$24.26
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,10133541,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1290515,05/28/15 13:15,60,EA,$0.03,$1.51
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,10012215,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1290515,05/28/15 13:15,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71324,LISINOPRIL 10MG TAB BOTTLE,AMERISOURCE CORP,10133542,MERCK SHARPE DOHME,60505018600,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1290515,05/28/15 13:15,30,EA,$0.02,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70866,FINASTERIDE 5MG TAB BOTTLE,AMERISOURCE CORP,10106466,MERCK SHARPE DOHME,37122052590,PROSTATE,CMDY10PR01,4213,1290515,05/28/15 13:15,30,EA,$0.09,$2.66
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74315,PANTOPRAZOLE 20MG TAB BULK,AMERISOURCE CORP,10147770,AMERISOURCE,64679043302,ANTACIDS,CMDY10GI01,4213,1290519,05/28/15 13:15,30,EA,$0.10,$3.01
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74389,VENTOLIN HFA 90MCG INH 18GM - OPD ONLY,AMERISOURCE CORP,10000746,GLAXOSMITHKLINE,173068220,RESPIRATORY AGENTS-MISC,CMDY10RE01,4213,1290519,05/28/15 13:15,1,EA,$42.22,$42.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72519,CITALOPRAM 20MG TAB 100S,AMERISOURCE CORP,10006820,AMERISOURCE,93474193,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1291032,05/29/15 10:46,30,EA,$0.03,$0.88
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71101,IBUPROFEN 400MG TAB 500S,AMERISOURCE CORP,10027153,SCHEIN PHARMACEUTICALS,364076505,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1291032,05/29/15 10:46,30,EA,$0.04,$1.18
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,10012215,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1291032,05/29/15 10:46,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71101,IBUPROFEN 400MG TAB 500S,AMERISOURCE CORP,10027153,SCHEIN PHARMACEUTICALS,364076505,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1292929,06/02/15 12:44,30,EA,$0.04,$1.18
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71101,IBUPROFEN 400MG TAB 500S,AMERISOURCE CORP,10027153,SCHEIN PHARMACEUTICALS,364076505,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1292929,06/02/15 12:44,30,EA,$0.04,$1.18
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71434,METHOTREXATE 2.5MG TAB,AMERISOURCE CORP,10052161,AMERISOURCE,67253032010,NEOPLASTIC,CMDY10NE00,4213,1292929,06/02/15 12:44,32,EA,$1.52,$48.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1292929,06/02/15 12:44,60,EA,$0.02,$1.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1292929,06/02/15 12:44,120,EA,$0.02,$2.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1292929,06/02/15 12:44,150,EA,$0.02,$2.51
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71185,ISONIAZID 300MG TAB,AMERISOURCE CORP,10011014,AMERISOURCE,555007102,ANTIBIOTICS-ANTITUBERCULARS,CMDY10AB14,4213,1292929,06/02/15 12:44,90,EA,$0.15,$13.16
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71137,INSULIN HUMAN NPH 100 UNITS/ML 10ML,AMERISOURCE CORP,10005807,AMERISOURCE,169183411,DIABETIC AGENTS,CMDY10DA00,4213,1292929,06/02/15 12:44,1,EA,$103.31,$103.31
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71137,INSULIN HUMAN NPH 100 UNITS/ML 10ML,AMERISOURCE CORP,10005807,AMERISOURCE,169183411,DIABETIC AGENTS,CMDY10DA00,4213,1292929,06/02/15 12:44,2,EA,$103.31,$206.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71053,HYDROCHLOROTHIAZIDE 25MG TAB,AMERISOURCE CORP,10056478,AMERISOURCE,172208360,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1292929,06/02/15 12:44,30,EA,$0.01,$0.40
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70859,FERROUS SULFATE 325MG TAB 100'S,AMERISOURCE CORP,10042086,AMERISOURCE,904759060,IRON SUPPLEMENTS,CMDY10VI02,4213,1292929,06/02/15 12:44,90,EA,$0.01,$0.76
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70730,DOCUSATE SODIUM 100MG CAP,AMERISOURCE CORP,10038342,AMERISOURCE,57896040110,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1292929,06/02/15 12:44,60,EA,$0.02,$0.95
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70555,CYANOCOBALAMIN 1000MCG/ML  INJ,AMERISOURCE CORP,10003480,AMERISOURCE,63323004401,GENERAL,CMDY10VI01,4213,1292929,06/02/15 12:44,1,EA,$1.70,$1.70
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1292929,06/02/15 12:44,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1292929,06/02/15 12:44,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1292929,06/02/15 12:44,30,EA,$0.02,$0.46
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71324,LISINOPRIL 10MG TAB BOTTLE,AMERISOURCE CORP,10133542,MERCK SHARPE DOHME,60505018600,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1292929,06/02/15 12:44,60,EA,$0.02,$1.17
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71069,HYDROCORTISONE CM 0.5% 1 OZ,AMERISOURCE CORP,10024637,E FOUGERA,168001431,ANTIPRURITICS,CMDY10TO03,4213,1292929,06/02/15 12:44,1,EA,$2.27,$2.27
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70900,FLUOXETINE 20MG CAP,AMERISOURCE CORP,10030602,ELI LILLY & CO,781282201,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1292929,06/02/15 12:44,30,EA,$0.02,$0.68
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72776,PANTOPRAZOLE 40MG TAB,AMERISOURCE CORP,10150632,AMERISOURCE,8084181,ANTACIDS,CMDY10GI01,4213,1292930,06/02/15 12:44,30,EA,$0.07,$2.05
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72264,"VITAMIN D2 50,000 UNITS CAP",AMERISOURCE CORP,10005555,AMERISOURCE,50111099001,GENERAL,CMDY10VI01,4213,1292930,06/02/15 12:44,4,EA,$0.20,$0.82
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71970,SENNA CONC STD 1000S,AMERISOURCE CORP,10028875,AMERISOURCE,51645085110,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1292930,06/02/15 12:44,60,EA,$0.01,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72480,NORGESTIMATE/ETHINYL ESTRADIOL,AMERISOURCE CORP,10055596,ORTHO PHARMACEUTICALS,555901858,CONTRACEPTIVES,CMDY10HR03,4213,1292930,06/02/15 12:44,28,EA,$0.27,$7.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,10133541,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1292930,06/02/15 12:44,60,EA,$0.03,$1.51
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,10012215,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1292930,06/02/15 12:44,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,10012215,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1292930,06/02/15 12:44,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71910,PYRIDOXINE  50MG TAB,MOUNT SINAI HOSPITAL,773168,AMERISOURCE,536440801,GENERAL,CMDY10VI01,4213,1292930,06/02/15 12:44,30,EA,$0.03,$0.81
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72555,AMLODIPINE 10MG TAB OPD ONLY,AMERISOURCE CORP,10005634,PFIZER,59762154001,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1294371,06/04/15 11:16,30,EA,$0.02,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70106,AMLODIPINE 5MG TAB,AMERISOURCE CORP,10043399,PFIZER,59762153001,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1294371,06/04/15 11:16,30,EA,$0.02,$0.57
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73028,ATORVASTATIN 80MG TAB,AMERISOURCE CORP,10106275,AMERISOURCE,63304083090,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1294371,06/04/15 11:16,30,EA,$0.11,$3.23
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73028,ATORVASTATIN 80MG TAB,AMERISOURCE CORP,10106275,AMERISOURCE,63304083090,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1294371,06/04/15 11:16,30,EA,$0.11,$3.23
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71970,SENNA CONC STD 1000S,AMERISOURCE CORP,10028875,AMERISOURCE,51645085110,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1294371,06/04/15 11:16,60,EA,$0.01,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71232,LACTULOSE LIQUID 500ML BOTTLE,AMERISOURCE CORP,10008281,AMERISOURCE,121057716,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1294371,06/04/15 11:16,4,EA,$4.61,$18.44
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70503,CLOTRIMAZOLE TOP CREAM  15GM,AMERISOURCE CORP,10026348,AMERISOURCE,904782236,ANTI-INFECTIVES,CMDY10TO02,4213,1294371,06/04/15 11:16,3,EA,$1.32,$3.96
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1294371,06/04/15 11:16,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,10012215,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1294371,06/04/15 11:16,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70945,FUROSEMIDE 20MG TAB,AMERISOURCE CORP,10057819,SANDOZ PHARMACEUTICALS,781181810,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1294371,06/04/15 11:16,30,EA,$0.01,$0.38
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71069,HYDROCORTISONE CM 0.5% 1 OZ,AMERISOURCE CORP,10024637,E FOUGERA,168001431,ANTIPRURITICS,CMDY10TO03,4213,1294371,06/04/15 11:16,1,EA,$2.54,$2.54
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71232,LACTULOSE LIQUID 500ML BOTTLE,AMERISOURCE CORP,10008281,AMERISOURCE,121057716,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1294371,06/05/15 07:06,2,EA,$4.61,$9.22
